country,year,sectorName,Population,GDP_USD,gdp_per_capita,NOx,SOx
Germany,2007,Manure management - Turkeys,82266372.0,3484056680854.913,42350.92172114887,0.00976876,
Germany,2007,Mobile combustion in manufacturing industries and construction (please specify in the IIR),82266372.0,3484056680854.913,42350.92172114887,10.3446,0.00715678
Germany,2007,National navigation (shipping),82266372.0,3484056680854.913,42350.92172114887,32.9431,3.87856
Germany,2007,Nitric acid production,82266372.0,3484056680854.913,42350.92172114887,14.2844,
Germany,2007,Open burning of waste,82266372.0,3484056680854.913,42350.92172114887,0.515004,0.0111957
Germany,2007,Other mineral products (please specify in the IIR),82266372.0,3484056680854.913,42350.92172114887,2.68404,1.51641
Germany,2007,Other natural emissions (please specify in the IIR),82266372.0,3484056680854.913,42350.92172114887,3.13225,
Germany,2007,Other organic fertilisers applied to soils (including compost),82266372.0,3484056680854.913,42350.92172114887,6.12556,
Germany,2007,Other product use (please specify in the IIR),82266372.0,3484056680854.913,42350.92172114887,0.277372,0.125727
Germany,2007,Other stationary (including military),82266372.0,3484056680854.913,42350.92172114887,0.337944,0.18153
Germany,2007,"Other, Mobile (including military, land based and recreational boats)",82266372.0,3484056680854.913,42350.92172114887,6.86252,0.0908711
Germany,2007,Petroleum refining,82266372.0,3484056680854.913,42350.92172114887,19.7323,52.9752
Germany,2007,Pipeline transport,82266372.0,3484056680854.913,42350.92172114887,3.88713,0.00342488
Germany,2007,Public electricity and heat production,82266372.0,3484056680854.913,42350.92172114887,268.848,189.854
Germany,2007,Pulp and paper industry,82266372.0,3484056680854.913,42350.92172114887,2.85596,0.96972
Germany,2007,Railways,82266372.0,3484056680854.913,42350.92172114887,17.702,0.18005
Germany,2007,Residential: Household and gardening (mobile),82266372.0,3484056680854.913,42350.92172114887,0.387945,0.00124835
Germany,2007,Residential: Stationary,82266372.0,3484056680854.913,42350.92172114887,56.4621,33.2448
Germany,2007,Road paving with asphalt,82266372.0,3484056680854.913,42350.92172114887,0.765,1.53
Germany,2007,Road transport: Heavy duty vehicles and buses,82266372.0,3484056680854.913,42350.92172114887,364.623,0.213551
Germany,2007,Road transport: Light duty vehicles,82266372.0,3484056680854.913,42350.92172114887,54.2838,0.0511647
Germany,2007,Road transport: Mopeds & motorcycles,82266372.0,3484056680854.913,42350.92172114887,2.68603,0.00820311
Germany,2007,Road transport: Passenger cars,82266372.0,3484056680854.913,42350.92172114887,327.687,0.519621
Germany,2007,Sewage sludge applied to soils,82266372.0,3484056680854.913,42350.92172114887,1.00823,
Germany,2007,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",82266372.0,3484056680854.913,42350.92172114887,0.130149,0.617905
Germany,2007,Stationary combustion in manufacturing industries and construction: Iron and steel,82266372.0,3484056680854.913,42350.92172114887,4.35373,3.26828
Germany,2007,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,82266372.0,3484056680854.913,42350.92172114887,1.30201,0.378475
Germany,2007,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),82266372.0,3484056680854.913,42350.92172114887,78.8992,29.5841
Germany,2007,Titanium dioxide production,82266372.0,3484056680854.913,42350.92172114887,0.0484068,0.9
Germany,2007,Urine and dung deposited by grazing animals,82266372.0,3484056680854.913,42350.92172114887,5.91777,
Germany,2007,"Venting and flaring (oil, gas, combined oil and gas)",82266372.0,3484056680854.913,42350.92172114887,0.513732,1.22533
Germany,2007,Zinc production,82266372.0,3484056680854.913,42350.92172114887,,0.45225
Germany,2008,Adipic acid production,82110097.0,3808786022312.499,46386.329592479946,0.151562,
Germany,2008,Agriculture other (please specify in the IIR),82110097.0,3808786022312.499,46386.329592479946,0.113227,
Germany,2008,Agriculture/Forestry/Fishing: National fishing,82110097.0,3808786022312.499,46386.329592479946,0.286258,0.050305
Germany,2008,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,82110097.0,3808786022312.499,46386.329592479946,55.2757,0.028124
Germany,2008,Agriculture/Forestry/Fishing: Stationary,82110097.0,3808786022312.499,46386.329592479946,3.43983,2.26534
Germany,2008,Aluminium production,82110097.0,3808786022312.499,46386.329592479946,0.605932,5.4237
Germany,2008,Ammonia production,82110097.0,3808786022312.499,46386.329592479946,3.1126,
Germany,2008,Animal manure applied to soils,82110097.0,3808786022312.499,46386.329592479946,38.6954,
Germany,2008,Cement production,82110097.0,3808786022312.499,46386.329592479946,22.1868,7.13808
Germany,2008,Chemical industry: Other (please specify in the IIR),82110097.0,3808786022312.499,46386.329592479946,,24.0974
Germany,2008,Commercial/Institutional: Mobile,82110097.0,3808786022312.499,46386.329592479946,8.59033,0.00319483
Germany,2008,Commercial/Institutional: Stationary,82110097.0,3808786022312.499,46386.329592479946,25.2663,11.3414
Germany,2008,Copper production,82110097.0,3808786022312.499,46386.329592479946,,2.4011
Germany,2008,Cremation,82110097.0,3808786022312.499,46386.329592479946,0.327409,0.0448452
Germany,2008,Domestic aviation LTO (civil),82110097.0,3808786022312.499,46386.329592479946,2.52213,0.172383
Germany,2008,Domestic aviation cruise (civil),82110097.0,3808786022312.499,46386.329592479946,8.35009,0.46199
Germany,2008,Forest fires,82110097.0,3808786022312.499,46386.329592479946,0.0753248,0.0180779
Germany,2008,Fugitive emission from solid fuels: Solid fuel transformation,82110097.0,3808786022312.499,46386.329592479946,0.926,0.96851
Germany,2008,"Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",82110097.0,3808786022312.499,46386.329592479946,0.068236,0.00189574
Germany,2008,Fugitive emissions oil: Refining and storage,82110097.0,3808786022312.499,46386.329592479946,0.87992,5.16552
Germany,2008,Glass production,82110097.0,3808786022312.499,46386.329592479946,14.1787,9.43632
Germany,2008,Inorganic N-fertilizers (includes also urea application),82110097.0,3808786022312.499,46386.329592479946,65.1569,
Germany,2008,International aviation LTO (civil),82110097.0,3808786022312.499,46386.329592479946,8.32521,0.493739
Germany,2008,International aviation cruise (civil),82110097.0,3808786022312.499,46386.329592479946,109.864,6.29766
Germany,2008,International maritime navigation,82110097.0,3808786022312.499,46386.329592479946,178.876,77.5272
Germany,2008,Iron and steel production,82110097.0,3808786022312.499,46386.329592479946,24.3174,33.3935
Germany,2008,Lead production,82110097.0,3808786022312.499,46386.329592479946,,0.85075
Germany,2008,Lime production,82110097.0,3808786022312.499,46386.329592479946,5.45083,1.17031
Germany,2008,Manufacture of solid fuels and other energy industries,82110097.0,3808786022312.499,46386.329592479946,16.9159,14.8132
Germany,2008,Manure management - Broilers,82110097.0,3808786022312.499,46386.329592479946,0.0115232,
Germany,2008,Manure management - Dairy cattle,82110097.0,3808786022312.499,46386.329592479946,0.644301,
Germany,2008,Manure management - Goats,82110097.0,3808786022312.499,46386.329592479946,0.00481432,
Germany,2008,Manure management - Horses,82110097.0,3808786022312.499,46386.329592479946,0.244763,
Germany,2008,Manure management - Laying hens,82110097.0,3808786022312.499,46386.329592479946,0.0145052,
Germany,2008,Manure management - Non-dairy cattle,82110097.0,3808786022312.499,46386.329592479946,0.686528,
Germany,2008,Manure management - Other animals (please specify in the IIR),82110097.0,3808786022312.499,46386.329592479946,0.00465732,
Germany,2008,Manure management - Other poultry,82110097.0,3808786022312.499,46386.329592479946,0.00305113,
Germany,2008,Manure management - Sheep,82110097.0,3808786022312.499,46386.329592479946,0.0297304,
Germany,2008,Manure management - Swine,82110097.0,3808786022312.499,46386.329592479946,0.380871,
Germany,2008,Manure management - Turkeys,82110097.0,3808786022312.499,46386.329592479946,0.00992025,
Germany,2008,Mobile combustion in manufacturing industries and construction (please specify in the IIR),82110097.0,3808786022312.499,46386.329592479946,10.0311,0.00765519
Germany,2008,National navigation (shipping),82110097.0,3808786022312.499,46386.329592479946,36.5706,3.85403
Germany,2008,Nitric acid production,82110097.0,3808786022312.499,46386.329592479946,12.913,
Germany,2008,Open burning of waste,82110097.0,3808786022312.499,46386.329592479946,0.510278,0.011093
Germany,2008,Other mineral products (please specify in the IIR),82110097.0,3808786022312.499,46386.329592479946,2.3438,1.32418
Germany,2008,Other natural emissions (please specify in the IIR),82110097.0,3808786022312.499,46386.329592479946,2.7225,
Germany,2008,Other organic fertilisers applied to soils (including compost),82110097.0,3808786022312.499,46386.329592479946,6.92687,
Germany,2008,Other product use (please specify in the IIR),82110097.0,3808786022312.499,46386.329592479946,0.257062,0.1285
Germany,2008,Other stationary (including military),82110097.0,3808786022312.499,46386.329592479946,0.322787,0.149349
Germany,2008,"Other, Mobile (including military, land based and recreational boats)",82110097.0,3808786022312.499,46386.329592479946,6.34243,0.0871511
Germany,2008,Petroleum refining,82110097.0,3808786022312.499,46386.329592479946,19.9739,53.7619
Germany,2008,Pipeline transport,82110097.0,3808786022312.499,46386.329592479946,4.07953,0.00359598
Germany,2008,Public electricity and heat production,82110097.0,3808786022312.499,46386.329592479946,264.37,176.275
Germany,2008,Pulp and paper industry,82110097.0,3808786022312.499,46386.329592479946,2.81443,0.923753
Germany,2008,Railways,82110097.0,3808786022312.499,46386.329592479946,16.9028,0.209596
Germany,2008,Residential: Household and gardening (mobile),82110097.0,3808786022312.499,46386.329592479946,0.397153,0.00123503
Germany,2008,Residential: Stationary,82110097.0,3808786022312.499,46386.329592479946,69.11,44.173
Germany,2008,Road paving with asphalt,82110097.0,3808786022312.499,46386.329592479946,0.765,1.53
Germany,2008,Road transport: Heavy duty vehicles and buses,82110097.0,3808786022312.499,46386.329592479946,329.076,0.217823
Germany,2008,Road transport: Light duty vehicles,82110097.0,3808786022312.499,46386.329592479946,57.7558,0.0517324
Germany,2008,Road transport: Mopeds & motorcycles,82110097.0,3808786022312.499,46386.329592479946,2.63426,0.008221
Germany,2008,Road transport: Passenger cars,82110097.0,3808786022312.499,46386.329592479946,331.938,0.528516
Germany,2008,Sewage sludge applied to soils,82110097.0,3808786022312.499,46386.329592479946,1.02358,
Germany,2008,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",82110097.0,3808786022312.499,46386.329592479946,0.318042,0.974596
Germany,2008,Stationary combustion in manufacturing industries and construction: Iron and steel,82110097.0,3808786022312.499,46386.329592479946,4.01908,3.08656
Germany,2008,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,82110097.0,3808786022312.499,46386.329592479946,1.21918,0.483917
Germany,2008,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),82110097.0,3808786022312.499,46386.329592479946,82.6524,34.1386
Germany,2008,Titanium dioxide production,82110097.0,3808786022312.499,46386.329592479946,0.0475594,1.005
Germany,2008,Urine and dung deposited by grazing animals,82110097.0,3808786022312.499,46386.329592479946,5.891,
Germany,2008,"Venting and flaring (oil, gas, combined oil and gas)",82110097.0,3808786022312.499,46386.329592479946,0.496109,1.19461
Germany,2008,Zinc production,82110097.0,3808786022312.499,46386.329592479946,,0.3942
Germany,2009,Adipic acid production,81902307.0,3479800820863.279,42487.21371014957,0.162107,
Germany,2009,Agriculture other (please specify in the IIR),81902307.0,3479800820863.279,42487.21371014957,0.134117,
Germany,2009,Agriculture/Forestry/Fishing: National fishing,81902307.0,3479800820863.279,42487.21371014957,0.286662,0.0343858
Germany,2009,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,81902307.0,3479800820863.279,42487.21371014957,50.9537,0.0271107
Germany,2009,Agriculture/Forestry/Fishing: Stationary,81902307.0,3479800820863.279,42487.21371014957,4.12671,1.89845
Germany,2009,Aluminium production,81902307.0,3479800820863.279,42487.21371014957,0.291763,2.61157
Germany,2009,Ammonia production,81902307.0,3479800820863.279,42487.21371014957,2.74669,
Germany,2009,Animal manure applied to soils,81902307.0,3479800820863.279,42487.21371014957,38.9499,
Germany,2009,Cement production,81902307.0,3479800820863.279,42487.21371014957,19.7627,6.58573
Germany,2009,Chemical industry: Other (please specify in the IIR),81902307.0,3479800820863.279,42487.21371014957,,19.8706
Germany,2009,Commercial/Institutional: Mobile,81902307.0,3479800820863.279,42487.21371014957,9.25876,0.00363885
Germany,2009,Commercial/Institutional: Stationary,81902307.0,3479800820863.279,42487.21371014957,24.5812,7.76309
Germany,2009,Copper production,81902307.0,3479800820863.279,42487.21371014957,,2.61626
Germany,2009,Cremation,81902307.0,3479800820863.279,42487.21371014957,0.338399,0.0463503
Germany,2009,Domestic aviation LTO (civil),81902307.0,3479800820863.279,42487.21371014957,2.45404,0.162004
Germany,2009,Domestic aviation cruise (civil),81902307.0,3479800820863.279,42487.21371014957,8.07545,0.433931
Germany,2009,Forest fires,81902307.0,3479800820863.279,42487.21371014957,0.106623,0.0255895
Germany,2009,Fugitive emission from solid fuels: Solid fuel transformation,81902307.0,3479800820863.279,42487.21371014957,0.621,1.03505
Germany,2009,"Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",81902307.0,3479800820863.279,42487.21371014957,0.0637879,0.00205507
Germany,2009,Fugitive emissions oil: Refining and storage,81902307.0,3479800820863.279,42487.21371014957,0.831676,4.88235
Germany,2009,Glass production,81902307.0,3479800820863.279,42487.21371014957,11.8473,8.22446
Germany,2009,Inorganic N-fertilizers (includes also urea application),81902307.0,3479800820863.279,42487.21371014957,64.7528,
Germany,2009,International aviation LTO (civil),81902307.0,3479800820863.279,42487.21371014957,8.06327,0.468132
Germany,2009,International aviation cruise (civil),81902307.0,3479800820863.279,42487.21371014957,108.161,6.14361
Germany,2009,International maritime navigation,81902307.0,3479800820863.279,42487.21371014957,162.888,68.7691
Germany,2009,Iron and steel production,81902307.0,3479800820863.279,42487.21371014957,17.6133,23.9404
Germany,2009,Lead production,81902307.0,3479800820863.279,42487.21371014957,,0.80073
Germany,2009,Lime production,81902307.0,3479800820863.279,42487.21371014957,4.26277,0.912667
Germany,2009,Manufacture of solid fuels and other energy industries,81902307.0,3479800820863.279,42487.21371014957,15.9687,15.9611
Germany,2009,Manure management - Broilers,81902307.0,3479800820863.279,42487.21371014957,0.0123929,
Germany,2009,Manure management - Dairy cattle,81902307.0,3479800820863.279,42487.21371014957,0.642606,
Germany,2009,Manure management - Goats,81902307.0,3479800820863.279,42487.21371014957,0.00557448,
Germany,2009,Manure management - Horses,81902307.0,3479800820863.279,42487.21371014957,0.2309,
Germany,2009,Manure management - Laying hens,81902307.0,3479800820863.279,42487.21371014957,0.0145812,
Germany,2009,Manure management - Non-dairy cattle,81902307.0,3479800820863.279,42487.21371014957,0.693544,
Germany,2009,Manure management - Other animals (please specify in the IIR),81902307.0,3479800820863.279,42487.21371014957,0.0044509,
Germany,2009,Manure management - Other poultry,81902307.0,3479800820863.279,42487.21371014957,0.00303612,
Germany,2009,Manure management - Sheep,81902307.0,3479800820863.279,42487.21371014957,0.0289277,
Germany,2009,Manure management - Swine,81902307.0,3479800820863.279,42487.21371014957,0.389634,
Germany,2009,Manure management - Turkeys,81902307.0,3479800820863.279,42487.21371014957,0.0101316,
Germany,2009,Mobile combustion in manufacturing industries and construction (please specify in the IIR),81902307.0,3479800820863.279,42487.21371014957,11.9467,0.00893868
Germany,2009,National navigation (shipping),81902307.0,3479800820863.279,42487.21371014957,30.214,2.86069
Germany,2009,Nitric acid production,81902307.0,3479800820863.279,42487.21371014957,2.77879,
Germany,2009,Open burning of waste,81902307.0,3479800820863.279,42487.21371014957,0.505552,0.0109903
Germany,2009,Other mineral products (please specify in the IIR),81902307.0,3479800820863.279,42487.21371014957,1.91399,1.08135
Germany,2009,Other natural emissions (please specify in the IIR),81902307.0,3479800820863.279,42487.21371014957,2.52175,
Germany,2009,Other organic fertilisers applied to soils (including compost),81902307.0,3479800820863.279,42487.21371014957,7.87902,
Germany,2009,Other product use (please specify in the IIR),81902307.0,3479800820863.279,42487.21371014957,0.245038,0.113538
Germany,2009,Other stationary (including military),81902307.0,3479800820863.279,42487.21371014957,0.315198,0.117263
Germany,2009,"Other, Mobile (including military, land based and recreational boats)",81902307.0,3479800820863.279,42487.21371014957,6.23561,0.0771654
Germany,2009,Petroleum refining,81902307.0,3479800820863.279,42487.21371014957,19.2183,49.4982
Germany,2009,Pipeline transport,81902307.0,3479800820863.279,42487.21371014957,3.78116,0.00339282
Germany,2009,Public electricity and heat production,81902307.0,3479800820863.279,42487.21371014957,254.488,167.551
Germany,2009,Pulp and paper industry,81902307.0,3479800820863.279,42487.21371014957,2.725,0.865688
Germany,2009,Railways,81902307.0,3479800820863.279,42487.21371014957,15.2363,0.222797
Germany,2009,Residential: Household and gardening (mobile),81902307.0,3479800820863.279,42487.21371014957,0.407562,0.00122865
Germany,2009,Residential: Stationary,81902307.0,3479800820863.279,42487.21371014957,62.4984,32.747
Germany,2009,Road paving with asphalt,81902307.0,3479800820863.279,42487.21371014957,0.825,1.65
Germany,2009,Road transport: Heavy duty vehicles and buses,81902307.0,3479800820863.279,42487.21371014957,274.636,0.197754
Germany,2009,Road transport: Light duty vehicles,81902307.0,3479800820863.279,42487.21371014957,57.7144,0.0501654
Germany,2009,Road transport: Mopeds & motorcycles,81902307.0,3479800820863.279,42487.21371014957,2.46301,0.00790583
Germany,2009,Road transport: Passenger cars,81902307.0,3479800820863.279,42487.21371014957,324.934,0.522271
Germany,2009,Sewage sludge applied to soils,81902307.0,3479800820863.279,42487.21371014957,1.02941,
Germany,2009,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",81902307.0,3479800820863.279,42487.21371014957,0.395542,0.905601
Germany,2009,Stationary combustion in manufacturing industries and construction: Iron and steel,81902307.0,3479800820863.279,42487.21371014957,2.67382,2.11872
Germany,2009,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,81902307.0,3479800820863.279,42487.21371014957,0.96878,0.377386
Germany,2009,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),81902307.0,3479800820863.279,42487.21371014957,77.3672,28.5147
Germany,2009,Titanium dioxide production,81902307.0,3479800820863.279,42487.21371014957,0.0352018,0.76
Germany,2009,Urine and dung deposited by grazing animals,81902307.0,3479800820863.279,42487.21371014957,5.80199,
Germany,2009,"Venting and flaring (oil, gas, combined oil and gas)",81902307.0,3479800820863.279,42487.21371014957,0.446966,1.09058
Germany,2009,Zinc production,81902307.0,3479800820863.279,42487.21371014957,,0.20655
Germany,2010,Adipic acid production,81776930.0,3468154343000.007,42409.93569946936,0.190774,
Germany,2010,Agriculture other (please specify in the IIR),81776930.0,3468154343000.007,42409.93569946936,0.154845,
Germany,2010,Agriculture/Forestry/Fishing: National fishing,81776930.0,3468154343000.007,42409.93569946936,0.283481,0.0279435
Germany,2010,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,81776930.0,3468154343000.007,42409.93569946936,48.1048,0.0274715
Germany,2010,Agriculture/Forestry/Fishing: Stationary,81776930.0,3468154343000.007,42409.93569946936,5.16753,1.916
Germany,2010,Aluminium production,81776930.0,3468154343000.007,42409.93569946936,0.402756,3.60507
Germany,2010,Ammonia production,81776930.0,3468154343000.007,42409.93569946936,3.12803,
Germany,2010,Animal manure applied to soils,81776930.0,3468154343000.007,42409.93569946936,38.6337,
Germany,2010,Cement production,81776930.0,3468154343000.007,42409.93569946936,18.8114,6.50263
Germany,2010,Chemical industry: Other (please specify in the IIR),81776930.0,3468154343000.007,42409.93569946936,,20.3914
Germany,2010,Commercial/Institutional: Mobile,81776930.0,3468154343000.007,42409.93569946936,9.20705,0.00371465
Germany,2010,Commercial/Institutional: Stationary,81776930.0,3468154343000.007,42409.93569946936,23.2135,5.33682
Germany,2010,Copper production,81776930.0,3468154343000.007,42409.93569946936,,2.6346
Germany,2010,Cremation,81776930.0,3468154343000.007,42409.93569946936,0.352499,0.0482817
Germany,2010,Domestic aviation LTO (civil),81776930.0,3468154343000.007,42409.93569946936,2.50403,0.163273
Germany,2010,Domestic aviation cruise (civil),81776930.0,3468154343000.007,42409.93569946936,8.11379,0.429853
Germany,2010,Forest fires,81776930.0,3468154343000.007,42409.93569946936,0.0740352,0.0177685
Germany,2010,Fugitive emission from solid fuels: Solid fuel transformation,81776930.0,3468154343000.007,42409.93569946936,0.775,1.26015
Germany,2010,"Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",81776930.0,3468154343000.007,42409.93569946936,0.055668,0.00169288
Germany,2010,Fugitive emissions oil: Refining and storage,81776930.0,3468154343000.007,42409.93569946936,0.786153,4.61512
Germany,2010,Glass production,81776930.0,3468154343000.007,42409.93569946936,11.6293,8.17908
Germany,2010,Inorganic N-fertilizers (includes also urea application),81776930.0,3468154343000.007,42409.93569946936,64.4809,
Germany,2010,International aviation LTO (civil),81776930.0,3468154343000.007,42409.93569946936,8.60479,0.493576
Germany,2010,International aviation cruise (civil),81776930.0,3468154343000.007,42409.93569946936,107.653,6.01335
Germany,2010,International maritime navigation,81776930.0,3468154343000.007,42409.93569946936,166.891,46.7335
Germany,2010,Iron and steel production,81776930.0,3468154343000.007,42409.93569946936,22.0302,30.4969
Germany,2010,Lead production,81776930.0,3468154343000.007,42409.93569946936,,0.83107
Germany,2010,Lime production,81776930.0,3468154343000.007,42409.93569946936,4.6229,0.985724
Germany,2010,Manufacture of solid fuels and other energy industries,81776930.0,3468154343000.007,42409.93569946936,18.032,16.4464
Germany,2010,Manure management - Broilers,81776930.0,3468154343000.007,42409.93569946936,0.0135495,
Germany,2010,Manure management - Dairy cattle,81776930.0,3468154343000.007,42409.93569946936,0.634056,
Germany,2010,Manure management - Goats,81776930.0,3468154343000.007,42409.93569946936,0.00379916,
Germany,2010,Manure management - Horses,81776930.0,3468154343000.007,42409.93569946936,0.21704,
Germany,2010,Manure management - Laying hens,81776930.0,3468154343000.007,42409.93569946936,0.0145029,
Germany,2010,Manure management - Non-dairy cattle,81776930.0,3468154343000.007,42409.93569946936,0.6845,
Germany,2010,Manure management - Other animals (please specify in the IIR),81776930.0,3468154343000.007,42409.93569946936,0.00416519,
Germany,2010,Manure management - Other poultry,81776930.0,3468154343000.007,42409.93569946936,0.00301734,
Germany,2010,Manure management - Sheep,81776930.0,3468154343000.007,42409.93569946936,0.0277982,
Germany,2010,Manure management - Swine,81776930.0,3468154343000.007,42409.93569946936,0.367241,
Germany,2010,Manure management - Turkeys,81776930.0,3468154343000.007,42409.93569946936,0.0106143,
Germany,2010,Mobile combustion in manufacturing industries and construction (please specify in the IIR),81776930.0,3468154343000.007,42409.93569946936,11.2322,0.0101462
Germany,2010,National navigation (shipping),81776930.0,3468154343000.007,42409.93569946936,32.4394,2.40648
Germany,2010,Nitric acid production,81776930.0,3468154343000.007,42409.93569946936,1.01017,
Germany,2010,Open burning of waste,81776930.0,3468154343000.007,42409.93569946936,0.500828,0.0108876
Germany,2010,Other mineral products (please specify in the IIR),81776930.0,3468154343000.007,42409.93569946936,2.11006,1.19212
Germany,2010,Other natural emissions (please specify in the IIR),81776930.0,3468154343000.007,42409.93569946936,1.61975,
Germany,2010,Other organic fertilisers applied to soils (including compost),81776930.0,3468154343000.007,42409.93569946936,9.08695,
Germany,2010,Other product use (please specify in the IIR),81776930.0,3468154343000.007,42409.93569946936,0.243613,0.119127
Germany,2010,Other stationary (including military),81776930.0,3468154343000.007,42409.93569946936,0.337237,0.0889365
Germany,2010,"Other, Mobile (including military, land based and recreational boats)",81776930.0,3468154343000.007,42409.93569946936,5.97088,0.057375
Germany,2010,Petroleum refining,81776930.0,3468154343000.007,42409.93569946936,17.5195,43.8635
Germany,2010,Pipeline transport,81776930.0,3468154343000.007,42409.93569946936,3.28703,0.00295008
Germany,2010,Public electricity and heat production,81776930.0,3468154343000.007,42409.93569946936,262.371,173.755
Germany,2010,Pulp and paper industry,81776930.0,3468154343000.007,42409.93569946936,2.79854,0.930333
Germany,2010,Railways,81776930.0,3468154343000.007,42409.93569946936,15.1777,0.216711
Germany,2010,Residential: Household and gardening (mobile),81776930.0,3468154343000.007,42409.93569946936,0.414008,0.00122027
Germany,2010,Residential: Stationary,81776930.0,3468154343000.007,42409.93569946936,68.5162,33.5852
Germany,2010,Road paving with asphalt,81776930.0,3468154343000.007,42409.93569946936,0.675,1.35
Germany,2010,Road transport: Heavy duty vehicles and buses,81776930.0,3468154343000.007,42409.93569946936,279.683,0.216138
Germany,2010,Road transport: Light duty vehicles,81776930.0,3468154343000.007,42409.93569946936,56.4526,0.0479753
Germany,2010,Road transport: Mopeds & motorcycles,81776930.0,3468154343000.007,42409.93569946936,2.22423,0.00732239
Germany,2010,Road transport: Passenger cars,81776930.0,3468154343000.007,42409.93569946936,309.148,0.499772
Germany,2010,Sewage sludge applied to soils,81776930.0,3468154343000.007,42409.93569946936,1.03587,
Germany,2010,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",81776930.0,3468154343000.007,42409.93569946936,0.157657,0.707788
Germany,2010,Stationary combustion in manufacturing industries and construction: Iron and steel,81776930.0,3468154343000.007,42409.93569946936,3.80683,3.10244
Germany,2010,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,81776930.0,3468154343000.007,42409.93569946936,1.0009,0.322172
Germany,2010,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),81776930.0,3468154343000.007,42409.93569946936,84.4577,28.5733
Germany,2010,Titanium dioxide production,81776930.0,3468154343000.007,42409.93569946936,0.0445311,0.699
Germany,2010,Urine and dung deposited by grazing animals,81776930.0,3468154343000.007,42409.93569946936,5.71872,
Germany,2010,"Venting and flaring (oil, gas, combined oil and gas)",81776930.0,3468154343000.007,42409.93569946936,0.399027,0.9649
Germany,2010,Zinc production,81776930.0,3468154343000.007,42409.93569946936,,0.223155
Germany,2011,Adipic acid production,80274983.0,3824828563521.408,47646.58204314298,0.163122,
Germany,2011,Agriculture other (please specify in the IIR),80274983.0,3824828563521.408,47646.58204314298,0.175592,
Germany,2011,Agriculture/Forestry/Fishing: National fishing,80274983.0,3824828563521.408,47646.58204314298,0.266461,0.0252748
Germany,2011,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,80274983.0,3824828563521.408,47646.58204314298,46.414,0.027631
Germany,2011,Agriculture/Forestry/Fishing: Stationary,80274983.0,3824828563521.408,47646.58204314298,5.70432,2.07023
Germany,2011,Aluminium production,80274983.0,3824828563521.408,47646.58204314298,0.4325,3.87131
Germany,2011,Ammonia production,80274983.0,3824828563521.408,47646.58204314298,3.16498,
Germany,2011,Animal manure applied to soils,80274983.0,3824828563521.408,47646.58204314298,38.8096,
Germany,2011,Cement production,80274983.0,3824828563521.408,47646.58204314298,19.4581,6.98821
Germany,2011,Chemical industry: Other (please specify in the IIR),80274983.0,3824828563521.408,47646.58204314298,,19.7951
Germany,2011,Commercial/Institutional: Mobile,80274983.0,3824828563521.408,47646.58204314298,9.27953,0.00390563
Germany,2011,Commercial/Institutional: Stationary,80274983.0,3824828563521.408,47646.58204314298,21.3085,2.75402
Germany,2011,Copper production,80274983.0,3824828563521.408,47646.58204314298,,2.6483
Germany,2011,Cremation,80274983.0,3824828563521.408,47646.58204314298,0.3762,0.051528
Germany,2011,Domestic aviation LTO (civil),80274983.0,3824828563521.408,47646.58204314298,2.57914,0.165109
Germany,2011,Domestic aviation cruise (civil),80274983.0,3824828563521.408,47646.58204314298,8.2549,0.433258
Germany,2011,Forest fires,80274983.0,3824828563521.408,47646.58204314298,0.0305691,0.00733658
Germany,2011,Fugitive emission from solid fuels: Solid fuel transformation,80274983.0,3824828563521.408,47646.58204314298,0.791,1.32956
Germany,2011,"Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",80274983.0,3824828563521.408,47646.58204314298,0.0523743,0.00220209
Germany,2011,Fugitive emissions oil: Refining and storage,80274983.0,3824828563521.408,47646.58204314298,0.770171,4.52132
Germany,2011,Glass production,80274983.0,3824828563521.408,47646.58204314298,11.4917,8.19741
Germany,2011,Inorganic N-fertilizers (includes also urea application),80274983.0,3824828563521.408,47646.58204314298,65.661,
Germany,2011,International aviation LTO (civil),80274983.0,3824828563521.408,47646.58204314298,9.08944,0.517506
