country,sectorName,year,pollutantName,value,unit
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,67.9675,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.300422,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.119279,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,1.436,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.00253385,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.00692388,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,1.74657,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,73.2316,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,88.1547,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.135224,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,9.70063,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,1.98,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,2.18399,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.150914,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.920101,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.421898,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,40.1043,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,99.0638,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,531.078,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,4.48751,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.335667,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.70802,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.319482,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,4.45455,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,2.90628,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,10.3338,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,67.9334,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,40.6852,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.290018,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.72623,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.00574179,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,1.39037,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.0826924,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,1.0835,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,266.973,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,1.82396,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,43.8983,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,561.96,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,43.1527,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,3.82926,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,8.59455,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,3.99692,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,9.69232,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,59.04,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,2.67345,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,5.13315,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.0841324,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.0316258,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,4.63677,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.575,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.99,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.00247742,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,7.38162,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.261132,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,35.0249,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,30.3713,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,18.9648,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,2.81981,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,37.675,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,115.148,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,34.2743,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,87.3747,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,21.7507,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,38.2306,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,17.7114,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.294093,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.00460469,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.5717,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.0362385,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.0122442,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,NOx,0.000965302,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.0198462,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,34.564,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,7.39989,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,111.605,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,54.7871,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,139.786,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.0198011,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.0033758,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,7.62059,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,6.64205,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,1.49238,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,2.0,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.0357672,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,1050.59,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,1.15324,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,3.64652,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,33.5597,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,1.4721,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.177783,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,3.15116,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.171614,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.414661,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,30.0138,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.235506,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,4.59329,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,1.05965,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.00462,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,1.64285,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.4806,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,9.04381,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,2.5396,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,5.57352,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.165801,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,4.66796,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,5.98,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,1.10572,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.0124283,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,87.4904,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.327892,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,2.23046,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,7.20047,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,10.7308,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,2.51669,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,23.0316,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1995,SOx,0.6437,Gg (1000 tonnes)
Germany,National navigation (shipping),1995,NOx,43.1527,kt
Germany,National navigation (shipping),1995,SOx,7.20047,kt
Germany,Nitric acid production,1995,NOx,10.3338,kt
Germany,Open burning of waste,1995,NOx,0.5717,kt
Germany,Open burning of waste,1995,SOx,0.0124283,kt
Germany,Other mineral products (please specify in the IIR),1995,NOx,4.45455,kt
Germany,Other mineral products (please specify in the IIR),1995,SOx,2.51669,kt
Germany,Other natural emissions (please specify in the IIR),1995,NOx,1.0835,kt
Germany,Other organic fertilisers applied to soils (including compost),1995,NOx,1.74657,kt
Germany,Other product use (please specify in the IIR),1995,NOx,0.290018,kt
Germany,Other product use (please specify in the IIR),1995,SOx,0.177783,kt
Germany,Other stationary (including military),1995,NOx,0.920101,kt
Germany,Other stationary (including military),1995,SOx,1.64285,kt
Germany,"Other, Mobile (including military, land based and recreational boats)",1995,NOx,21.7507,kt
Germany,"Other, Mobile (including military, land based and recreational boats)",1995,SOx,1.05965,kt
Germany,Petroleum refining,1995,NOx,30.3713,kt
Germany,Petroleum refining,1995,SOx,73.2316,kt
Germany,Pipeline transport,1995,NOx,3.82926,kt
Germany,Pipeline transport,1995,SOx,0.0033758,kt
Germany,Public electricity and heat production,1995,NOx,266.973,kt
Germany,Public electricity and heat production,1995,SOx,1050.59,kt
Germany,Pulp and paper industry,1995,NOx,1.436,kt
Germany,Pulp and paper industry,1995,SOx,1.10572,kt
Germany,Railways,1995,SOx,2.23046,kt
Germany,Railways,1995,NOx,37.675,kt
Germany,Residential: Household and gardening (mobile),1995,NOx,0.150914,kt
Germany,Residential: Household and gardening (mobile),1995,SOx,0.0198011,kt
Germany,Residential: Stationary,1995,NOx,87.3747,kt
Germany,Residential: Stationary,1995,SOx,139.786,kt
Germany,Road paving with asphalt,1995,SOx,1.98,kt
Germany,Road paving with asphalt,1995,NOx,0.99,kt
Germany,Road transport: Heavy duty vehicles and buses,1995,NOx,561.96,kt
Germany,Road transport: Heavy duty vehicles and buses,1995,SOx,33.5597,kt
Germany,Road transport: Light duty vehicles,1995,NOx,43.8983,kt
Germany,Road transport: Light duty vehicles,1995,SOx,5.57352,kt
Germany,Road transport: Mopeds & motorcycles,1995,NOx,2.67345,kt
Germany,Road transport: Mopeds & motorcycles,1995,SOx,0.165801,kt
Germany,Road transport: Passenger cars,1995,NOx,531.078,kt
Germany,Road transport: Passenger cars,1995,SOx,30.0138,kt
Germany,Sewage sludge applied to soils,1995,NOx,1.39037,kt
Germany,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",1995,NOx,2.18399,kt
Germany,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",1995,SOx,7.39989,kt
Germany,Stationary combustion in manufacturing industries and construction: Iron and steel,1995,SOx,34.564,kt
Germany,Stationary combustion in manufacturing industries and construction: Iron and steel,1995,NOx,35.0249,kt
Germany,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,1995,NOx,1.82396,kt
Germany,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,1995,SOx,3.15116,kt
Germany,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),1995,NOx,99.0638,kt
Germany,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),1995,SOx,111.605,kt
Germany,Titanium dioxide production,1995,NOx,0.0316258,kt
Germany,Titanium dioxide production,1995,SOx,2.0,kt
Germany,Urine and dung deposited by grazing animals,1995,NOx,7.38162,kt
Germany,"Venting and flaring (oil, gas, combined oil and gas)",1995,NOx,3.99692,kt
Germany,"Venting and flaring (oil, gas, combined oil and gas)",1995,SOx,6.64205,kt
Germany,Zinc production,1995,SOx,0.4806,kt
Germany,Adipic acid production,1996,NOx,0.128357,kt
Germany,Agriculture other (please specify in the IIR),1996,NOx,0.001593,kt
Germany,Agriculture/Forestry/Fishing: National fishing,1996,NOx,0.298334,kt
Germany,Agriculture/Forestry/Fishing: National fishing,1996,SOx,0.134286,kt
Germany,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,1996,NOx,70.138,kt
Germany,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,1996,SOx,2.18497,kt
Germany,Agriculture/Forestry/Fishing: Stationary,1996,SOx,9.01323,kt
Germany,Agriculture/Forestry/Fishing: Stationary,1996,NOx,5.33803,kt
Germany,Aluminium production,1996,SOx,5.9956,kt
Germany,Aluminium production,1996,NOx,0.5765,kt
Germany,Ammonia production,1996,NOx,2.97576,kt
Germany,Animal manure applied to soils,1996,NOx,41.0128,kt
Germany,Cement production,1996,NOx,35.5186,kt
Germany,Cement production,1996,SOx,8.60719,kt
Germany,Chemical industry: Other (please specify in the IIR),1996,SOx,20.9774,kt
Germany,Commercial/Institutional: Mobile,1996,NOx,8.34839,kt
Germany,Commercial/Institutional: Mobile,1996,SOx,0.0968001,kt
Germany,Commercial/Institutional: Stationary,1996,NOx,40.0851,kt
Germany,Commercial/Institutional: Stationary,1996,SOx,53.8352,kt
Germany,Copper production,1996,SOx,2.803,kt
Germany,Cremation,1996,NOx,0.275033,kt
Germany,Cremation,1996,SOx,0.0376711,kt
Germany,Domestic aviation LTO (civil),1996,NOx,2.39104,kt
Germany,Domestic aviation LTO (civil),1996,SOx,0.164864,kt
Germany,Domestic aviation cruise (civil),1996,NOx,7.00921,kt
Germany,Domestic aviation cruise (civil),1996,SOx,0.402029,kt
Germany,Forest fires,1996,NOx,0.192699,kt
Germany,Forest fires,1996,SOx,0.0462477,kt
Germany,Fugitive emission from solid fuels: Solid fuel transformation,1996,NOx,0.3328,kt
Germany,Fugitive emission from solid fuels: Solid fuel transformation,1996,SOx,1.41953,kt
Germany,"Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",1996,NOx,0.0911108,kt
Germany,"Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",1996,SOx,0.00448,kt
Germany,Fugitive emissions oil: Refining and storage,1996,NOx,0.501612,kt
Germany,Fugitive emissions oil: Refining and storage,1996,SOx,5.05316,kt
Germany,Glass production,1996,NOx,16.3571,kt
Germany,Glass production,1996,SOx,10.86,kt
Germany,Inorganic N-fertilizers (includes also urea application),1996,NOx,69.8495,kt
Germany,International aviation LTO (civil),1996,NOx,4.8952,kt
Germany,International aviation LTO (civil),1996,SOx,0.332704,kt
Germany,International aviation cruise (civil),1996,NOx,62.0987,kt
Germany,International aviation cruise (civil),1996,SOx,3.87927,kt
Germany,International maritime navigation,1996,NOx,112.103,kt
Germany,International maritime navigation,1996,SOx,81.0929,kt
Germany,Iron and steel production,1996,NOx,4.44137,kt
Germany,Iron and steel production,1996,SOx,9.07402,kt
Germany,Lead production,1996,SOx,0.4879,kt
Germany,Lime production,1996,SOx,1.39292,kt
Germany,Lime production,1996,NOx,8.82855,kt
Germany,Manufacture of solid fuels and other energy industries,1996,NOx,33.8329,kt
Germany,Manufacture of solid fuels and other energy industries,1996,SOx,60.2629,kt
Germany,Manure management - Broilers,1996,NOx,0.00603953,kt
Germany,Manure management - Dairy cattle,1996,NOx,0.709797,kt
Germany,Manure management - Goats,1996,NOx,0.00266055,kt
Germany,Manure management - Horses,1996,NOx,0.30644,kt
Germany,Manure management - Laying hens,1996,NOx,0.0122327,kt
Germany,Manure management - Non-dairy cattle,1996,NOx,0.720937,kt
Germany,Manure management - Other animals (please specify in the IIR),1996,NOx,0.00679742,kt
Germany,Manure management - Other poultry,1996,NOx,0.00250986,kt
Germany,Manure management - Sheep,1996,NOx,0.0360099,kt
Germany,Manure management - Swine,1996,NOx,0.323791,kt
Germany,Manure management - Turkeys,1996,NOx,0.00483967,kt
Germany,Mobile combustion in manufacturing industries and construction (please specify in the IIR),1996,NOx,15.6445,kt
Germany,Mobile combustion in manufacturing industries and construction (please specify in the IIR),1996,SOx,0.460265,kt
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,15.6445,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,16.3571,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,4.01284,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.295603,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.00603953,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,41.0128,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,SOx,33.6334,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,SOx,0.164864,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,SOx,19.5365,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,SOx,2.88161,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,SOx,0.177012,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,SOx,139.747,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,SOx,2.18497,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,45.4094,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,2.8019,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.5995,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,33.8329,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,93.9905,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,112.103,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.164634,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,5.33803,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,13.0732,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.0911108,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.709797,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.0360099,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.30644,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.001593,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.275033,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,266.573,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,40.0851,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,70.138,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.890617,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.501612,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.0426262,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.5765,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.720937,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.323791,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,2.39104,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,494.573,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.00266055,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,36.1689,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,7.45596,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,4.25711,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,1.72743,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,94.3479,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,62.0987,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,39.9849,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,8.34839,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,35.5186,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,1.436,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,4.44137,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.00250986,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,1.36717,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,29.1069,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,33.929,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,2.04765,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,4.8952,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,531.305,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.192699,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,7.00921,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.128357,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.298334,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.3328,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.93,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,4.21202,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,8.82855,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.0122327,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.00483967,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,2.97576,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,69.8495,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,1.67976,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,10.6528,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.566976,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,NOx,0.00679742,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,SOx,3.87927,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,SOx,91.4904,Gg (1000 tonnes)
Germany,NATIONAL TOTAL FOR COMPLIANCE,1996,SOx,6.76692,Gg (1000 tonnes)
